OrderID,OrderDate,Year,Month,Quarter,CustomerID,Region,City,Channel,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Revenue,Cost,Profit,Status
ORD1493,2024-08-27,2024,8,Q3,C0107,West,Ahmedabad,Retail Store,P003,Tablet,Electronics,2,32000,0.15,54400.0,44000,10400.0,Delivered
ORD1494,2023-09-02,2023,9,Q3,C0160,West,Ahmedabad,Retail Store,P011,T-Shirt,Apparel,5,1200,0.0,6000.0,2500,3500.0,Delivered
ORD1495,2023-05-25,2023,5,Q2,C0129,South,Hyderabad,Direct Sales,P009,Monitor,Electronics,9,28000,0.05,239400.0,162000,77400.0,Delivered
ORD1496,2024-08-11,2024,8,Q3,C0099,North,Chandigarh,Retail Store,P002,Smartphone,Electronics,7,45000,0.05,299250.0,210000,89250.0,Delivered
ORD1497,2024-07-04,2024,7,Q3,C0142,North,Delhi,Retail Store,P002,Smartphone,Electronics,3,45000,0.1,121500.0,90000,31500.0,Delivered
ORD1498,2023-05-24,2023,5,Q2,C0091,North,Chandigarh,Direct Sales,P011,T-Shirt,Apparel,3,1200,0.0,3600.0,1500,2100.0,Delivered
ORD1499,2024-01-03,2024,1,Q1,C0095,West,Mumbai,Retail Store,P001,Laptop,Electronics,1,75000,0.05,71250.0,55000,16250.0,Delivered
ORD1500,2024-01-29,2024,1,Q1,C0020,South,Chennai,Direct Sales,P014,Jacket,Apparel,9,5500,0.1,44550.0,25200,19350.0,Delivered
ORD1501,2024-05-18,2024,5,Q2,C0019,Central,Bhopal,Direct Sales,P003,Tablet,Electronics,7,32000,0.15,190400.0,154000,36400.0,Delivered
ORD1502,2023-03-26,2023,3,Q1,C0017,West,Pune,Retail Store,P012,Jeans,Apparel,10,2500,0.0,25000.0,11000,14000.0,Delivered
ORD1503,2023-10-09,2023,10,Q4,C0141,Central,Nagpur,Wholesale,P018,Coffee Maker,Appliances,4,6500,0.1,23400.0,15200,8200.0,Delivered
ORD1504,2024-04-13,2024,4,Q2,C0182,Central,Bhopal,Direct Sales,P005,Smart Watch,Electronics,10,18000,0.15,153000.0,120000,33000.0,Delivered
ORD1505,2023-04-26,2023,4,Q2,C0037,South,Chennai,Wholesale,P017,Planner,Stationery,10,600,0.0,6000.0,2200,3800.0,Delivered
ORD1506,2024-01-11,2024,1,Q1,C0082,West,Pune,Online,P015,Notebook,Stationery,9,250,0.2,1800.0,900,900.0,Delivered
ORD1507,2024-03-27,2024,3,Q1,C0073,South,Chennai,Direct Sales,P018,Coffee Maker,Appliances,9,6500,0.0,58500.0,34200,24300.0,Delivered
ORD1508,2024-10-31,2024,10,Q4,C0003,Central,Nagpur,Online,P020,Air Purifier,Appliances,4,12000,0.0,48000.0,30000,18000.0,Delivered
ORD1509,2023-12-23,2023,12,Q4,C0035,South,Chennai,Online,P020,Air Purifier,Appliances,2,12000,0.05,22800.0,15000,7800.0,Delivered
ORD1510,2023-08-31,2023,8,Q3,C0189,Central,Bhopal,Wholesale,P005,Smart Watch,Electronics,4,18000,0.2,57600.0,48000,9600.0,Returned
ORD1511,2024-09-16,2024,9,Q3,C0114,North,Lucknow,Retail Store,P019,Blender,Appliances,7,4200,0.0,29400.0,16800,12600.0,Delivered
ORD1512,2023-07-31,2023,7,Q3,C0079,West,Pune,Wholesale,P018,Coffee Maker,Appliances,1,6500,0.1,5850.0,3800,2050.0,Delivered
ORD1513,2024-09-03,2024,9,Q3,C0044,East,Bhubaneswar,Wholesale,P008,Bookshelf,Furniture,9,9000,0.0,81000.0,49500,31500.0,Pending
ORD1514,2023-10-27,2023,10,Q4,C0005,North,Chandigarh,Wholesale,P008,Bookshelf,Furniture,5,9000,0.1,40500.0,27500,13000.0,Pending
ORD1515,2024-06-10,2024,6,Q2,C0047,South,Chennai,Direct Sales,P002,Smartphone,Electronics,2,45000,0.0,90000.0,60000,30000.0,Returned
ORD1516,2023-10-11,2023,10,Q4,C0191,East,Bhubaneswar,Retail Store,P009,Monitor,Electronics,3,28000,0.15,71400.0,54000,17400.0,Delivered
ORD1517,2024-12-29,2024,12,Q4,C0126,North,Chandigarh,Retail Store,P011,T-Shirt,Apparel,6,1200,0.2,5760.0,3000,2760.0,Delivered
ORD1518,2024-11-23,2024,11,Q4,C0199,West,Ahmedabad,Retail Store,P018,Coffee Maker,Appliances,7,6500,0.05,43225.0,26600,16625.0,Delivered
ORD1519,2023-10-03,2023,10,Q4,C0063,East,Kolkata,Direct Sales,P015,Notebook,Stationery,7,250,0.05,1662.5,700,962.5,Delivered
ORD1520,2023-04-06,2023,4,Q2,C0043,North,Lucknow,Wholesale,P011,T-Shirt,Apparel,7,1200,0.1,7560.0,3500,4060.0,Delivered
ORD1521,2024-01-13,2024,1,Q1,C0005,North,Chandigarh,Wholesale,P016,Pen Set,Stationery,8,450,0.05,3420.0,1440,1980.0,Delivered
ORD1522,2023-04-06,2023,4,Q2,C0150,East,Guwahati,Wholesale,P015,Notebook,Stationery,8,250,0.15,1700.0,800,900.0,Returned
ORD1523,2024-07-01,2024,7,Q3,C0099,North,Chandigarh,Direct Sales,P001,Laptop,Electronics,7,75000,0.0,525000.0,385000,140000.0,Delivered
ORD1524,2024-05-21,2024,5,Q2,C0174,East,Kolkata,Wholesale,P019,Blender,Appliances,5,4200,0.0,21000.0,12000,9000.0,Delivered
ORD1525,2024-08-14,2024,8,Q3,C0001,North,Delhi,Direct Sales,P003,Tablet,Electronics,3,32000,0.1,86400.0,66000,20400.0,Delivered
ORD1526,2024-11-29,2024,11,Q4,C0023,East,Kolkata,Online,P013,Sneakers,Apparel,1,4500,0.0,4500.0,2200,2300.0,Delivered
ORD1527,2024-04-15,2024,4,Q2,C0045,North,Lucknow,Retail Store,P019,Blender,Appliances,1,4200,0.0,4200.0,2400,1800.0,Delivered
ORD1528,2023-01-01,2023,1,Q1,C0048,East,Kolkata,Retail Store,P011,T-Shirt,Apparel,7,1200,0.0,8400.0,3500,4900.0,Returned
ORD1529,2023-11-06,2023,11,Q4,C0085,West,Pune,Wholesale,P016,Pen Set,Stationery,3,450,0.2,1080.0,540,540.0,Delivered
ORD1530,2024-01-05,2024,1,Q1,C0171,North,Lucknow,Wholesale,P009,Monitor,Electronics,5,28000,0.0,140000.0,90000,50000.0,Delivered
ORD1531,2024-10-26,2024,10,Q4,C0146,Central,Indore,Direct Sales,P007,Office Desk,Furniture,3,22000,0.0,66000.0,42000,24000.0,Delivered
ORD1532,2024-12-17,2024,12,Q4,C0193,Central,Bhopal,Online,P002,Smartphone,Electronics,4,45000,0.05,171000.0,120000,51000.0,Delivered
ORD1533,2023-01-02,2023,1,Q1,C0050,South,Chennai,Online,P010,Keyboard,Electronics,4,3500,0.05,13300.0,7200,6100.0,Delivered
ORD1534,2023-08-20,2023,8,Q3,C0106,East,Bhubaneswar,Direct Sales,P009,Monitor,Electronics,9,28000,0.15,214200.0,162000,52200.0,Delivered
ORD1535,2024-12-13,2024,12,Q4,C0166,South,Bangalore,Online,P002,Smartphone,Electronics,6,45000,0.2,216000.0,180000,36000.0,Pending
ORD1536,2024-03-08,2024,3,Q1,C0032,North,Delhi,Online,P015,Notebook,Stationery,3,250,0.05,712.5,300,412.5,Delivered
ORD1537,2023-04-02,2023,4,Q2,C0022,West,Ahmedabad,Wholesale,P004,Headphones,Electronics,2,8000,0.0,16000.0,9000,7000.0,Delivered
ORD1538,2023-11-03,2023,11,Q4,C0110,South,Chennai,Retail Store,P009,Monitor,Electronics,3,28000,0.05,79800.0,54000,25800.0,Delivered
ORD1539,2024-11-24,2024,11,Q4,C0158,North,Delhi,Online,P004,Headphones,Electronics,3,8000,0.0,24000.0,13500,10500.0,Delivered
ORD1540,2023-06-18,2023,6,Q2,C0151,South,Hyderabad,Retail Store,P003,Tablet,Electronics,8,32000,0.0,256000.0,176000,80000.0,Delivered
ORD1541,2023-06-05,2023,6,Q2,C0048,East,Kolkata,Direct Sales,P015,Notebook,Stationery,7,250,0.1,1575.0,700,875.0,Returned
ORD1542,2023-03-30,2023,3,Q1,C0084,North,Lucknow,Online,P006,Desk Chair,Furniture,2,15000,0.0,30000.0,18000,12000.0,Delivered
ORD1543,2024-01-29,2024,1,Q1,C0115,Central,Nagpur,Wholesale,P006,Desk Chair,Furniture,6,15000,0.05,85500.0,54000,31500.0,Delivered
ORD1544,2023-09-11,2023,9,Q3,C0158,North,Delhi,Online,P007,Office Desk,Furniture,5,22000,0.15,93500.0,70000,23500.0,Delivered
ORD1545,2024-09-07,2024,9,Q3,C0194,South,Bangalore,Wholesale,P005,Smart Watch,Electronics,10,18000,0.15,153000.0,120000,33000.0,Delivered
ORD1546,2024-12-08,2024,12,Q4,C0151,South,Hyderabad,Wholesale,P014,Jacket,Apparel,1,5500,0.2,4400.0,2800,1600.0,Delivered
ORD1547,2024-09-13,2024,9,Q3,C0025,Central,Bhopal,Direct Sales,P015,Notebook,Stationery,9,250,0.0,2250.0,900,1350.0,Delivered
ORD1548,2023-02-25,2023,2,Q1,C0003,Central,Nagpur,Direct Sales,P015,Notebook,Stationery,4,250,0.05,950.0,400,550.0,Delivered
ORD1549,2024-05-26,2024,5,Q2,C0164,North,Chandigarh,Online,P012,Jeans,Apparel,10,2500,0.0,25000.0,11000,14000.0,Pending
ORD1550,2023-11-21,2023,11,Q4,C0123,Central,Indore,Direct Sales,P011,T-Shirt,Apparel,3,1200,0.05,3420.0,1500,1920.0,Delivered
ORD1551,2024-11-30,2024,11,Q4,C0126,North,Chandigarh,Direct Sales,P007,Office Desk,Furniture,3,22000,0.2,52800.0,42000,10800.0,Pending
ORD1552,2023-03-16,2023,3,Q1,C0178,East,Guwahati,Online,P017,Planner,Stationery,1,600,0.1,540.0,220,320.0,Delivered
ORD1553,2023-08-09,2023,8,Q3,C0037,South,Chennai,Direct Sales,P003,Tablet,Electronics,1,32000,0.0,32000.0,22000,10000.0,Delivered
ORD1554,2024-10-05,2024,10,Q4,C0073,South,Chennai,Direct Sales,P014,Jacket,Apparel,9,5500,0.2,39600.0,25200,14400.0,Delivered
ORD1555,2024-02-16,2024,2,Q1,C0173,East,Guwahati,Retail Store,P012,Jeans,Apparel,2,2500,0.15,4250.0,2200,2050.0,Delivered
ORD1556,2023-11-14,2023,11,Q4,C0018,South,Hyderabad,Retail Store,P013,Sneakers,Apparel,2,4500,0.1,8100.0,4400,3700.0,Pending
ORD1557,2023-06-09,2023,6,Q2,C0047,South,Chennai,Direct Sales,P001,Laptop,Electronics,9,75000,0.0,675000.0,495000,180000.0,Delivered
ORD1558,2024-10-27,2024,10,Q4,C0094,West,Pune,Direct Sales,P016,Pen Set,Stationery,2,450,0.0,900.0,360,540.0,Delivered
ORD1559,2023-09-02,2023,9,Q3,C0110,South,Chennai,Online,P015,Notebook,Stationery,1,250,0.0,250.0,100,150.0,Returned
ORD1560,2023-04-29,2023,4,Q2,C0184,North,Chandigarh,Online,P008,Bookshelf,Furniture,8,9000,0.1,64800.0,44000,20800.0,Delivered
ORD1561,2024-11-04,2024,11,Q4,C0152,East,Bhubaneswar,Online,P010,Keyboard,Electronics,3,3500,0.0,10500.0,5400,5100.0,Delivered
ORD1562,2024-12-19,2024,12,Q4,C0028,South,Hyderabad,Direct Sales,P009,Monitor,Electronics,1,28000,0.0,28000.0,18000,10000.0,Pending
ORD1563,2024-06-19,2024,6,Q2,C0133,South,Hyderabad,Wholesale,P017,Planner,Stationery,9,600,0.2,4320.0,1980,2340.0,Delivered
ORD1564,2023-05-10,2023,5,Q2,C0080,South,Chennai,Online,P008,Bookshelf,Furniture,5,9000,0.15,38250.0,27500,10750.0,Delivered
ORD1565,2023-01-31,2023,1,Q1,C0067,North,Delhi,Direct Sales,P006,Desk Chair,Furniture,6,15000,0.2,72000.0,54000,18000.0,Delivered
ORD1566,2023-03-07,2023,3,Q1,C0132,North,Chandigarh,Online,P019,Blender,Appliances,5,4200,0.15,17850.0,12000,5850.0,Delivered
ORD1567,2024-06-07,2024,6,Q2,C0009,South,Chennai,Direct Sales,P008,Bookshelf,Furniture,6,9000,0.0,54000.0,33000,21000.0,Returned
ORD1568,2023-06-20,2023,6,Q2,C0140,North,Chandigarh,Wholesale,P003,Tablet,Electronics,6,32000,0.0,192000.0,132000,60000.0,Delivered
ORD1569,2024-08-10,2024,8,Q3,C0194,South,Bangalore,Online,P015,Notebook,Stationery,2,250,0.0,500.0,200,300.0,Delivered
ORD1570,2023-01-13,2023,1,Q1,C0182,Central,Bhopal,Direct Sales,P012,Jeans,Apparel,4,2500,0.0,10000.0,4400,5600.0,Delivered
ORD1571,2023-06-03,2023,6,Q2,C0190,South,Chennai,Online,P013,Sneakers,Apparel,3,4500,0.2,10800.0,6600,4200.0,Delivered
ORD1572,2024-11-02,2024,11,Q4,C0051,Central,Indore,Wholesale,P004,Headphones,Electronics,7,8000,0.0,56000.0,31500,24500.0,Delivered
ORD1573,2023-11-24,2023,11,Q4,C0028,South,Hyderabad,Online,P015,Notebook,Stationery,5,250,0.2,1000.0,500,500.0,Delivered
ORD1574,2023-05-03,2023,5,Q2,C0096,West,Mumbai,Online,P016,Pen Set,Stationery,9,450,0.15,3442.5,1620,1822.5,Delivered
ORD1575,2024-06-12,2024,6,Q2,C0184,North,Chandigarh,Online,P013,Sneakers,Apparel,1,4500,0.05,4275.0,2200,2075.0,Returned
ORD1576,2023-10-17,2023,10,Q4,C0043,North,Lucknow,Online,P008,Bookshelf,Furniture,5,9000,0.0,45000.0,27500,17500.0,Delivered
ORD1577,2023-01-09,2023,1,Q1,C0063,East,Kolkata,Wholesale,P011,T-Shirt,Apparel,6,1200,0.0,7200.0,3000,4200.0,Delivered
ORD1578,2023-11-08,2023,11,Q4,C0171,North,Lucknow,Direct Sales,P013,Sneakers,Apparel,10,4500,0.0,45000.0,22000,23000.0,Delivered
ORD1579,2024-05-20,2024,5,Q2,C0045,North,Lucknow,Retail Store,P011,T-Shirt,Apparel,4,1200,0.15,4080.0,2000,2080.0,Delivered
ORD1580,2024-02-24,2024,2,Q1,C0118,East,Guwahati,Wholesale,P006,Desk Chair,Furniture,1,15000,0.0,15000.0,9000,6000.0,Delivered
ORD1581,2024-12-11,2024,12,Q4,C0015,Central,Nagpur,Online,P001,Laptop,Electronics,1,75000,0.0,75000.0,55000,20000.0,Delivered
ORD1582,2024-01-21,2024,1,Q1,C0133,South,Hyderabad,Retail Store,P018,Coffee Maker,Appliances,5,6500,0.0,32500.0,19000,13500.0,Delivered
ORD1583,2023-09-01,2023,9,Q3,C0143,West,Mumbai,Online,P004,Headphones,Electronics,7,8000,0.05,53200.0,31500,21700.0,Pending
ORD1584,2023-05-26,2023,5,Q2,C0053,Central,Bhopal,Online,P011,T-Shirt,Apparel,5,1200,0.0,6000.0,2500,3500.0,Returned
ORD1585,2024-06-16,2024,6,Q2,C0114,North,Lucknow,Wholesale,P013,Sneakers,Apparel,7,4500,0.15,26775.0,15400,11375.0,Delivered
ORD1586,2023-03-28,2023,3,Q1,C0126,North,Chandigarh,Retail Store,P015,Notebook,Stationery,10,250,0.0,2500.0,1000,1500.0,Delivered
ORD1587,2024-02-08,2024,2,Q1,C0102,North,Chandigarh,Online,P019,Blender,Appliances,2,4200,0.1,7560.0,4800,2760.0,Delivered
ORD1588,2023-05-14,2023,5,Q2,C0034,Central,Indore,Wholesale,P014,Jacket,Apparel,4,5500,0.0,22000.0,11200,10800.0,Returned
ORD1589,2024-02-07,2024,2,Q1,C0006,West,Mumbai,Direct Sales,P012,Jeans,Apparel,6,2500,0.0,15000.0,6600,8400.0,Delivered
ORD1590,2023-03-18,2023,3,Q1,C0193,Central,Bhopal,Online,P017,Planner,Stationery,4,600,0.0,2400.0,880,1520.0,Delivered
ORD1591,2023-06-18,2023,6,Q2,C0112,East,Bhubaneswar,Wholesale,P003,Tablet,Electronics,8,32000,0.05,243200.0,176000,67200.0,Delivered
ORD1592,2024-07-02,2024,7,Q3,C0094,West,Pune,Retail Store,P006,Desk Chair,Furniture,6,15000,0.2,72000.0,54000,18000.0,Delivered
ORD1593,2024-04-19,2024,4,Q2,C0198,Central,Bhopal,Online,P002,Smartphone,Electronics,5,45000,0.2,180000.0,150000,30000.0,Delivered
ORD1594,2024-12-03,2024,12,Q4,C0028,South,Hyderabad,Online,P005,Smart Watch,Electronics,5,18000,0.2,72000.0,60000,12000.0,Delivered
ORD1595,2023-12-02,2023,12,Q4,C0078,South,Bangalore,Retail Store,P009,Monitor,Electronics,3,28000,0.0,84000.0,54000,30000.0,Pending
ORD1596,2024-02-10,2024,2,Q1,C0197,East,Guwahati,Wholesale,P012,Jeans,Apparel,9,2500,0.0,22500.0,9900,12600.0,Delivered
ORD1597,2023-06-28,2023,6,Q2,C0093,South,Hyderabad,Direct Sales,P004,Headphones,Electronics,1,8000,0.05,7600.0,4500,3100.0,Delivered
ORD1598,2024-07-17,2024,7,Q3,C0167,Central,Nagpur,Direct Sales,P014,Jacket,Apparel,4,5500,0.0,22000.0,11200,10800.0,Delivered
ORD1599,2023-05-24,2023,5,Q2,C0011,West,Pune,Online,P017,Planner,Stationery,2,600,0.0,1200.0,440,760.0,Delivered
ORD1600,2023-08-16,2023,8,Q3,C0105,West,Mumbai,Direct Sales,P019,Blender,Appliances,3,4200,0.0,12600.0,7200,5400.0,Delivered
ORD1601,2024-10-07,2024,10,Q4,C0075,South,Hyderabad,Wholesale,P011,T-Shirt,Apparel,2,1200,0.1,2160.0,1000,1160.0,Returned
ORD1602,2023-03-18,2023,3,Q1,C0149,South,Chennai,Retail Store,P011,T-Shirt,Apparel,1,1200,0.0,1200.0,500,700.0,Returned
ORD1603,2024-03-30,2024,3,Q1,C0038,North,Lucknow,Wholesale,P002,Smartphone,Electronics,3,45000,0.0,135000.0,90000,45000.0,Delivered
ORD1604,2024-04-17,2024,4,Q2,C0072,North,Delhi,Direct Sales,P007,Office Desk,Furniture,1,22000,0.0,22000.0,14000,8000.0,Delivered
ORD1605,2024-02-09,2024,2,Q1,C0137,South,Bangalore,Direct Sales,P010,Keyboard,Electronics,8,3500,0.0,28000.0,14400,13600.0,Delivered
ORD1606,2023-06-26,2023,6,Q2,C0117,North,Lucknow,Retail Store,P016,Pen Set,Stationery,6,450,0.0,2700.0,1080,1620.0,Delivered
ORD1607,2024-04-01,2024,4,Q2,C0037,South,Chennai,Retail Store,P005,Smart Watch,Electronics,3,18000,0.0,54000.0,36000,18000.0,Delivered
ORD1608,2024-05-25,2024,5,Q2,C0198,Central,Bhopal,Direct Sales,P018,Coffee Maker,Appliances,7,6500,0.1,40950.0,26600,14350.0,Delivered
ORD1609,2023-10-14,2023,10,Q4,C0026,West,Pune,Direct Sales,P002,Smartphone,Electronics,7,45000,0.0,315000.0,210000,105000.0,Delivered
ORD1610,2024-06-22,2024,6,Q2,C0105,West,Mumbai,Online,P001,Laptop,Electronics,4,75000,0.15,255000.0,220000,35000.0,Pending
ORD1611,2024-12-31,2024,12,Q4,C0053,Central,Bhopal,Direct Sales,P013,Sneakers,Apparel,6,4500,0.05,25650.0,13200,12450.0,Delivered
ORD1612,2024-08-02,2024,8,Q3,C0050,South,Chennai,Direct Sales,P016,Pen Set,Stationery,9,450,0.0,4050.0,1620,2430.0,Delivered
ORD1613,2023-01-27,2023,1,Q1,C0056,South,Bangalore,Retail Store,P010,Keyboard,Electronics,6,3500,0.1,18900.0,10800,8100.0,Delivered
ORD1614,2023-10-15,2023,10,Q4,C0012,Central,Bhopal,Direct Sales,P020,Air Purifier,Appliances,1,12000,0.2,9600.0,7500,2100.0,Delivered
ORD1615,2024-08-21,2024,8,Q3,C0089,Central,Bhopal,Online,P006,Desk Chair,Furniture,4,15000,0.0,60000.0,36000,24000.0,Delivered
ORD1616,2023-09-04,2023,9,Q3,C0074,South,Chennai,Online,P008,Bookshelf,Furniture,5,9000,0.1,40500.0,27500,13000.0,Delivered
ORD1617,2023-08-13,2023,8,Q3,C0161,Central,Nagpur,Direct Sales,P012,Jeans,Apparel,10,2500,0.2,20000.0,11000,9000.0,Delivered
ORD1618,2023-06-27,2023,6,Q2,C0198,Central,Bhopal,Wholesale,P005,Smart Watch,Electronics,3,18000,0.0,54000.0,36000,18000.0,Delivered
ORD1619,2024-12-15,2024,12,Q4,C0052,South,Chennai,Online,P017,Planner,Stationery,6,600,0.1,3240.0,1320,1920.0,Delivered
ORD1620,2023-12-27,2023,12,Q4,C0068,North,Delhi,Retail Store,P003,Tablet,Electronics,10,32000,0.1,288000.0,220000,68000.0,Delivered
ORD1621,2023-07-12,2023,7,Q3,C0109,West,Pune,Wholesale,P012,Jeans,Apparel,8,2500,0.1,18000.0,8800,9200.0,Delivered
ORD1622,2023-02-08,2023,2,Q1,C0077,West,Pune,Retail Store,P019,Blender,Appliances,2,4200,0.0,8400.0,4800,3600.0,Delivered
ORD1623,2023-01-21,2023,1,Q1,C0006,West,Mumbai,Online,P012,Jeans,Apparel,9,2500,0.05,21375.0,9900,11475.0,Delivered
ORD1624,2024-09-20,2024,9,Q3,C0119,North,Lucknow,Retail Store,P014,Jacket,Apparel,4,5500,0.2,17600.0,11200,6400.0,Delivered
ORD1625,2023-07-01,2023,7,Q3,C0118,East,Guwahati,Online,P012,Jeans,Apparel,6,2500,0.0,15000.0,6600,8400.0,Delivered
ORD1626,2024-12-22,2024,12,Q4,C0113,South,Chennai,Online,P008,Bookshelf,Furniture,3,9000,0.2,21600.0,16500,5100.0,Delivered
ORD1627,2024-01-09,2024,1,Q1,C0189,Central,Bhopal,Direct Sales,P015,Notebook,Stationery,2,250,0.0,500.0,200,300.0,Delivered
ORD1628,2023-12-11,2023,12,Q4,C0020,South,Chennai,Retail Store,P010,Keyboard,Electronics,5,3500,0.0,17500.0,9000,8500.0,Pending
ORD1629,2024-03-23,2024,3,Q1,C0197,East,Guwahati,Wholesale,P010,Keyboard,Electronics,8,3500,0.15,23800.0,14400,9400.0,Delivered
ORD1630,2024-07-29,2024,7,Q3,C0114,North,Lucknow,Wholesale,P014,Jacket,Apparel,10,5500,0.2,44000.0,28000,16000.0,Delivered
ORD1631,2024-08-26,2024,8,Q3,C0043,North,Lucknow,Wholesale,P013,Sneakers,Apparel,3,4500,0.05,12825.0,6600,6225.0,Delivered
ORD1632,2023-10-29,2023,10,Q4,C0037,South,Chennai,Online,P004,Headphones,Electronics,3,8000,0.0,24000.0,13500,10500.0,Returned
ORD1633,2024-08-09,2024,8,Q3,C0115,Central,Nagpur,Online,P005,Smart Watch,Electronics,7,18000,0.2,100800.0,84000,16800.0,Delivered
ORD1634,2023-11-22,2023,11,Q4,C0193,Central,Bhopal,Online,P015,Notebook,Stationery,10,250,0.0,2500.0,1000,1500.0,Returned
ORD1635,2023-05-25,2023,5,Q2,C0144,Central,Indore,Online,P007,Office Desk,Furniture,6,22000,0.15,112200.0,84000,28200.0,Delivered
ORD1636,2023-11-24,2023,11,Q4,C0135,North,Lucknow,Online,P002,Smartphone,Electronics,3,45000,0.15,114750.0,90000,24750.0,Delivered
ORD1637,2024-11-17,2024,11,Q4,C0028,South,Hyderabad,Online,P004,Headphones,Electronics,6,8000,0.05,45600.0,27000,18600.0,Delivered
ORD1638,2023-09-13,2023,9,Q3,C0021,East,Kolkata,Wholesale,P003,Tablet,Electronics,2,32000,0.0,64000.0,44000,20000.0,Delivered
ORD1639,2023-01-02,2023,1,Q1,C0116,Central,Nagpur,Direct Sales,P020,Air Purifier,Appliances,1,12000,0.05,11400.0,7500,3900.0,Delivered
ORD1640,2023-06-20,2023,6,Q2,C0029,South,Chennai,Direct Sales,P017,Planner,Stationery,7,600,0.05,3990.0,1540,2450.0,Delivered
ORD1641,2024-01-20,2024,1,Q1,C0033,Central,Indore,Direct Sales,P004,Headphones,Electronics,2,8000,0.2,12800.0,9000,3800.0,Delivered
ORD1642,2024-08-14,2024,8,Q3,C0105,West,Mumbai,Direct Sales,P014,Jacket,Apparel,4,5500,0.0,22000.0,11200,10800.0,Delivered
ORD1643,2023-02-04,2023,2,Q1,C0076,Central,Bhopal,Wholesale,P014,Jacket,Apparel,5,5500,0.0,27500.0,14000,13500.0,Delivered
ORD1644,2023-04-18,2023,4,Q2,C0166,South,Bangalore,Retail Store,P016,Pen Set,Stationery,2,450,0.0,900.0,360,540.0,Returned
ORD1645,2023-06-14,2023,6,Q2,C0189,Central,Bhopal,Online,P006,Desk Chair,Furniture,2,15000,0.1,27000.0,18000,9000.0,Delivered
ORD1646,2024-09-20,2024,9,Q3,C0028,South,Hyderabad,Online,P011,T-Shirt,Apparel,8,1200,0.15,8160.0,4000,4160.0,Delivered
ORD1647,2024-10-31,2024,10,Q4,C0185,South,Chennai,Direct Sales,P013,Sneakers,Apparel,3,4500,0.1,12150.0,6600,5550.0,Delivered
ORD1648,2023-04-14,2023,4,Q2,C0179,Central,Nagpur,Retail Store,P009,Monitor,Electronics,6,28000,0.0,168000.0,108000,60000.0,Delivered
ORD1649,2024-07-21,2024,7,Q3,C0141,Central,Nagpur,Wholesale,P005,Smart Watch,Electronics,9,18000,0.0,162000.0,108000,54000.0,Delivered
ORD1650,2023-04-09,2023,4,Q2,C0148,East,Guwahati,Direct Sales,P003,Tablet,Electronics,1,32000,0.05,30400.0,22000,8400.0,Delivered
ORD1651,2024-01-05,2024,1,Q1,C0099,North,Chandigarh,Online,P017,Planner,Stationery,1,600,0.05,570.0,220,350.0,Delivered
ORD1652,2024-11-08,2024,11,Q4,C0087,North,Lucknow,Retail Store,P008,Bookshelf,Furniture,10,9000,0.05,85500.0,55000,30500.0,Delivered
ORD1653,2023-07-31,2023,7,Q3,C0124,Central,Bhopal,Wholesale,P018,Coffee Maker,Appliances,3,6500,0.15,16575.0,11400,5175.0,Pending
ORD1654,2024-04-29,2024,4,Q2,C0013,South,Hyderabad,Direct Sales,P020,Air Purifier,Appliances,2,12000,0.0,24000.0,15000,9000.0,Delivered
ORD1655,2024-11-07,2024,11,Q4,C0045,North,Lucknow,Direct Sales,P017,Planner,Stationery,5,600,0.0,3000.0,1100,1900.0,Delivered
ORD1656,2024-01-26,2024,1,Q1,C0129,South,Hyderabad,Direct Sales,P007,Office Desk,Furniture,6,22000,0.0,132000.0,84000,48000.0,Delivered
ORD1657,2024-03-26,2024,3,Q1,C0107,West,Ahmedabad,Retail Store,P018,Coffee Maker,Appliances,8,6500,0.0,52000.0,30400,21600.0,Delivered
ORD1658,2024-07-31,2024,7,Q3,C0103,West,Ahmedabad,Online,P019,Blender,Appliances,1,4200,0.0,4200.0,2400,1800.0,Delivered
ORD1659,2023-12-19,2023,12,Q4,C0045,North,Lucknow,Retail Store,P006,Desk Chair,Furniture,9,15000,0.05,128250.0,81000,47250.0,Delivered
ORD1660,2024-02-01,2024,2,Q1,C0129,South,Hyderabad,Direct Sales,P008,Bookshelf,Furniture,9,9000,0.05,76950.0,49500,27450.0,Delivered
ORD1661,2023-08-30,2023,8,Q3,C0187,North,Delhi,Online,P012,Jeans,Apparel,8,2500,0.0,20000.0,8800,11200.0,Delivered
ORD1662,2023-02-05,2023,2,Q1,C0033,Central,Indore,Retail Store,P018,Coffee Maker,Appliances,9,6500,0.1,52650.0,34200,18450.0,Delivered
ORD1663,2024-04-04,2024,4,Q2,C0083,South,Hyderabad,Retail Store,P019,Blender,Appliances,3,4200,0.0,12600.0,7200,5400.0,Delivered
ORD1664,2023-05-10,2023,5,Q2,C0010,South,Hyderabad,Online,P013,Sneakers,Apparel,1,4500,0.05,4275.0,2200,2075.0,Pending
ORD1665,2024-03-21,2024,3,Q1,C0102,North,Chandigarh,Retail Store,P014,Jacket,Apparel,4,5500,0.2,17600.0,11200,6400.0,Delivered
ORD1666,2023-09-22,2023,9,Q3,C0019,Central,Bhopal,Online,P017,Planner,Stationery,6,600,0.15,3060.0,1320,1740.0,Delivered
